smell_type,severity,LOC,NOM,LOC_method,CYCLO_method,NOP_method,NEST,TOKEN_COUNT,LENGTH,FAN_IN,FAN_OUT,ATTR_COUNT,INHERIT_DEPTH
LongMethod,2,0,0,87,23,3,3,698,115,0,6,0,0
DeepNesting,1,0,0,25,6,1,5,169,25,0,0,0,0
LargeClass,1,349,11,0,0,0,0,1732,349,0,29,15,2
LongMethod,3,0,0,311,25,0,5,2048,506,0,69,0,0
LongMethod,1,0,0,51,18,5,2,396,85,0,29,0,0
LongMethod,2,0,0,100,8,3,3,163,100,0,8,0,0
LongParameterList,2,0,0,53,8,8,1,321,88,0,2,0,0
NoneSmellorUnknown,0,0,0,9,1,6,0,51,10,0,1,0,0
DeepNesting,2,0,0,36,13,4,6,234,59,0,11,0,0
LargeClass,3,2199,54,0,0,0,0,8399,2199,0,301,10,2
LongParameterList,1,0,0,18,9,6,4,148,22,0,0,0,0
LongParameterList,1,0,0,12,6,7,2,169,13,0,6,0,0
LongMethod,3,0,0,533,25,28,5,3029,656,0,52,0,0
LongParameterList,3,0,0,60,11,12,2,348,72,0,7,0,0
LongParameterList,2,0,0,102,9,10,3,893,114,0,6,0,0
LargeClass,2,398,42,0,0,0,0,2698,398,0,53,1,2
LongMethod,1,0,0,50,10,3,4,274,55,0,23,0,0
DeepNesting,2,0,0,32,13,4,6,214,32,0,3,0,0
LargeClass,2,336,18,0,0,0,0,1958,336,0,15,0,2
DeepNesting,1,0,0,8,7,1,4,62,8,0,2,0,0
LongMethod,2,0,0,86,9,30,4,691,119,0,12,0,0
LongParameterList,3,0,0,161,20,14,4,674,189,0,35,0,0
DeepNesting,1,0,0,67,11,1,4,422,111,0,3,0,0
DeepNesting,2,0,0,46,18,8,6,379,56,0,1,0,0
LargeClass,2,304,34,0,0,0,0,1659,304,0,30,8,2
DeepNesting,2,0,0,18,9,1,6,143,19,0,0,0,0
DeepNesting,1,0,0,102,25,2,4,797,117,0,20,0,0
LargeClass,1,270,23,0,0,0,0,1193,270,0,49,11,2
LongMethod,2,0,0,80,8,1,1,453,82,0,9,0,0
LongParameterList,3,0,0,37,14,14,1,257,354,0,0,0,0
DeepNesting,2,0,0,58,24,6,6,353,85,0,4,0,0
LongParameterList,3,0,0,86,19,11,4,447,104,0,6,0,0
DeepNesting,2,0,0,27,12,1,6,216,28,0,4,0,0
LongMethod,1,0,0,54,14,2,2,252,66,0,13,0,0
LongMethod,3,0,0,161,22,3,6,2050,199,0,0,0,0
LargeClass,3,1250,30,0,0,0,0,3180,1250,0,11,18,2
LongParameterList,3,0,0,126,25,13,4,672,268,0,33,0,0
DeepNesting,2,0,0,18,8,3,6,116,23,0,6,0,0
DeepNesting,1,0,0,12,7,3,4,107,14,0,3,0,0
LargeClass,3,2317,106,0,0,0,0,22361,2317,0,634,4,1
LargeClass,1,221,20,0,0,0,0,797,221,0,11,8,2
LargeClass,1,205,11,0,0,0,0,1313,205,0,26,19,2
DeepNesting,3,0,0,81,13,4,8,935,87,0,1,0,0
LargeClass,3,630,37,0,0,0,0,2926,630,0,28,2,2
DeepNesting,2,0,0,88,15,1,6,317,102,0,8,0,0
LargeClass,3,828,16,0,0,0,0,3257,828,0,92,9,6
LongParameterList,3,0,0,262,25,10,3,2004,366,0,13,0,0
LargeClass,1,275,28,0,0,0,0,1035,275,0,23,0,2
LongParameterList,1,0,0,33,6,8,2,287,50,0,8,0,0
LongMethod,3,0,0,143,25,5,4,888,210,0,15,0,0
LongParameterList,2,0,0,23,8,8,3,201,26,0,13,0,0
LongParameterList,2,0,0,69,8,8,2,193,73,0,3,0,0
DeepNesting,2,0,0,26,14,2,6,205,46,0,10,0,0
LongMethod,2,0,0,96,19,1,5,978,110,0,23,0,0
DeepNesting,2,0,0,89,17,1,7,504,98,0,8,0,0
NoneSmellorUnknown,0,0,0,2,1,1,0,10,3,0,0,0,0
LongParameterList,3,0,0,65,10,10,3,380,71,0,2,0,0
DeepNesting,1,0,0,22,9,3,5,196,26,0,5,0,0
DeepNesting,2,0,0,76,25,8,7,595,121,0,7,0,0
LargeClass,2,1303,14,0,0,0,0,6203,1303,0,155,6,6
DeepNesting,1,0,0,62,15,2,5,475,71,0,3,0,0
DeepNesting,3,0,0,68,20,2,8,377,93,0,0,0,0
LargeClass,2,332,39,0,0,0,0,1437,332,0,26,7,1
LongMethod,2,0,0,87,25,7,3,453,97,0,12,0,0
LongMethod,2,0,0,75,17,5,5,415,94,0,3,0,0
DeepNesting,3,0,0,210,25,2,8,1466,361,0,50,0,0
LongMethod,2,0,0,90,25,5,6,714,161,0,34,0,0
LongParameterList,1,0,0,71,9,6,2,344,90,0,11,0,0
DeepNesting,2,0,0,61,19,1,7,274,96,0,21,0,0
LongMethod,2,0,0,97,13,1,0,624,129,0,0,0,0
LongParameterList,3,0,0,73,17,12,4,513,90,0,15,0,0
LargeClass,1,213,12,0,0,0,0,652,213,0,17,10,2
LongMethod,2,0,0,84,14,5,4,331,101,0,8,0,0
LongParameterList,2,0,0,39,11,9,1,294,77,0,14,0,0
LargeClass,1,329,11,0,0,0,0,2412,329,0,32,6,0
LargeClass,1,277,18,0,0,0,0,1599,277,0,34,4,2
LongParameterList,2,0,0,42,9,9,3,267,48,0,2,0,0
DeepNesting,2,0,0,86,24,9,6,549,130,0,16,0,0
LongMethod,2,0,0,95,25,18,5,440,103,0,33,0,0
LongParameterList,2,0,0,106,8,8,6,226,106,0,4,0,0
DeepNesting,2,0,0,57,23,5,6,506,71,0,23,0,0
LongParameterList,1,0,0,37,10,6,3,479,57,0,8,0,0
DeepNesting,3,0,0,94,25,3,9,665,100,0,10,0,0
NoneSmellorUnknown,0,0,0,15,1,1,1,56,16,0,2,0,0
LargeClass,3,817,22,0,0,0,0,6613,817,0,359,23,0
LargeClass,1,213,25,0,0,0,0,1779,213,0,47,0,1
DeepNesting,3,0,0,42,18,1,8,456,42,0,1,0,0
DeepNesting,1,0,0,118,18,1,5,653,133,0,11,0,0
LongMethod,3,0,0,110,25,3,4,514,110,0,25,0,0
LongParameterList,1,0,0,26,8,6,5,103,26,0,0,0,0
LargeClass,3,425,20,0,0,0,0,4532,425,0,120,2,0
LongParameterList,3,0,0,136,13,12,5,471,161,0,12,0,0
LongParameterList,1,0,0,73,24,6,2,443,112,0,12,0,0
DeepNesting,1,0,0,89,25,6,4,578,202,0,26,0,0
LongParameterList,2,0,0,135,8,14,1,1436,211,0,0,0,0
NoneSmellorUnknown,0,0,0,46,1,1,0,133,46,0,0,0,0
LargeClass,2,316,28,0,0,0,0,3127,316,0,124,2,0
DeepNesting,3,0,0,279,25,3,9,1346,321,0,29,0,0
LargeClass,3,719,89,0,0,0,0,5993,719,0,57,0,2
LongMethod,2,0,0,82,11,2,2,483,86,0,14,0,0
LongMethod,1,0,0,55,12,8,2,723,80,0,10,0,0
DeepNesting,3,0,0,177,25,6,16,1193,202,0,62,0,0
LongParameterList,1,0,0,52,12,7,1,290,59,0,6,0,0
DeepNesting,3,0,0,383,25,5,12,4193,468,0,157,0,0
DeepNesting,1,0,0,53,14,4,5,431,57,0,1,0,0
LargeClass,2,339,19,0,0,0,0,2604,339,0,57,1,0
LargeClass,1,233,17,0,0,0,0,1542,233,0,19,0,3
LongParameterList,2,0,0,77,23,9,4,855,122,0,35,0,0
LongMethod,3,0,0,118,20,5,8,765,131,0,12,0,0
LongParameterList,1,0,0,52,11,6,1,418,56,0,16,0,0
LargeClass,3,860,38,0,0,0,0,5239,860,0,111,10,1
DeepNesting,3,0,0,97,25,4,9,1018,103,0,23,0,0
LongParameterList,3,0,0,63,17,11,2,383,76,0,17,0,0
LongMethod,1,0,0,64,6,6,1,280,101,0,12,0,0
LongMethod,1,0,0,77,6,6,1,498,98,0,4,0,0
NoneSmellorUnknown,0,0,0,7,2,2,1,51,10,0,4,0,0
LargeClass,1,832,10,0,0,0,0,8315,832,0,238,0,0
LargeClass,2,674,14,0,0,0,0,2953,674,0,60,20,0
LongParameterList,2,0,0,56,14,8,4,450,67,0,7,0,0
LargeClass,1,214,10,0,0,0,0,1503,214,0,60,2,2
LongMethod,1,0,0,74,19,2,4,471,77,0,8,0,0
LongMethod,1,0,0,54,22,7,4,390,87,0,5,0,0
DeepNesting,3,0,0,128,25,3,15,845,169,0,2,0,0
NoneSmellorUnknown,0,0,0,8,3,1,2,43,8,0,0,0,0
DeepNesting,1,0,0,28,6,6,5,386,30,0,11,0,0
LongMethod,2,0,0,81,17,2,4,524,85,0,9,0,0
LongParameterList,2,0,0,88,18,8,5,594,118,0,2,0,0
DeepNesting,2,0,0,28,12,2,6,300,28,0,8,0,0
LargeClass,1,200,20,0,0,0,0,2069,200,0,1,0,2
LargeClass,2,387,28,0,0,0,0,2453,387,0,128,14,2
DeepNesting,2,0,0,73,19,6,6,525,78,0,10,0,0
LongMethod,1,0,0,56,7,8,2,357,91,0,10,0,0
LongMethod,1,0,0,68,15,4,4,332,70,0,10,0,0
LargeClass,3,465,20,0,0,0,0,1109,465,0,14,13,0
LongParameterList,3,0,0,70,25,13,5,327,76,0,19,0,0
LongMethod,3,0,0,131,25,9,5,659,158,0,18,0,0
LongParameterList,1,0,0,37,6,8,4,275,65,0,9,0,0
LongParameterList,1,0,0,102,7,18,1,557,112,0,6,0,0
LongMethod,1,0,0,74,10,3,2,279,98,0,10,0,0
LongMethod,3,0,0,107,20,5,2,669,131,0,16,0,0
LongMethod,2,0,0,99,8,13,2,451,107,0,8,0,0
LargeClass,2,692,14,0,0,0,0,4025,692,0,92,33,2
DeepNesting,1,0,0,45,8,1,4,378,53,0,18,0,0
DeepNesting,1,0,0,52,8,2,4,383,57,0,11,0,0
LargeClass,2,301,23,0,0,0,0,2231,301,0,14,1,1
LongParameterList,2,0,0,37,13,8,1,268,38,0,14,0,0
LongMethod,2,0,0,89,15,10,5,1056,114,0,19,0,0
LongParameterList,2,0,0,62,8,10,2,394,109,0,9,0,0
LargeClass,1,259,22,0,0,0,0,1595,259,0,54,26,2
LongMethod,1,0,0,67,23,10,2,512,126,0,10,0,0
LargeClass,2,351,28,0,0,0,0,1502,351,0,25,4,2
NoneSmellorUnknown,0,0,0,42,4,2,2,214,43,0,8,0,0
LargeClass,3,4393,166,0,0,0,0,13903,4393,0,268,141,3
NoneSmellorUnknown,0,0,0,10,3,2,1,74,13,0,1,0,0
LongMethod,2,0,0,91,10,22,3,365,97,0,7,0,0
DeepNesting,1,0,0,38,13,2,5,339,51,0,11,0,0
LongMethod,2,0,0,78,22,3,4,596,116,0,14,0,0
LongMethod,3,0,0,239,25,3,3,1475,285,0,1,0,0
DeepNesting,2,0,0,44,15,1,7,309,44,0,24,0,0
LargeClass,1,240,15,0,0,0,0,1102,240,0,20,1,2
LongMethod,1,0,0,58,11,5,5,373,62,0,5,0,0
DeepNesting,1,0,0,40,8,5,4,166,48,0,13,0,0
LongMethod,3,0,0,173,25,5,7,1372,295,0,27,0,0
LargeClass,1,273,14,0,0,0,0,2021,273,0,39,43,1
LongMethod,1,0,0,51,16,9,3,289,51,0,8,0,0
DeepNesting,2,0,0,38,10,1,6,192,53,0,10,0,0
LongParameterList,1,0,0,40,6,10,2,174,86,0,8,0,0
LargeClass,1,221,11,0,0,0,0,588,221,0,10,4,0
DeepNesting,1,0,0,55,22,4,4,297,66,0,9,0,0
LongParameterList,2,0,0,66,21,8,5,301,88,0,12,0,0
LargeClass,1,225,11,0,0,0,0,567,225,0,19,2,2
NoneSmellorUnknown,0,0,0,2,1,0,0,12,2,0,0,0,0
LongParameterList,1,0,0,37,9,6,1,255,46,0,2,0,0
LongMethod,2,0,0,78,24,1,11,691,104,0,5,0,0
LargeClass,3,894,22,0,0,0,0,3955,894,0,78,10,5
LongMethod,2,0,0,98,9,1,1,871,120,0,6,0,0
LongMethod,3,0,0,122,17,2,14,838,163,0,10,0,0
NoneSmellorUnknown,0,0,0,72,3,1,2,457,78,0,12,0,0
LargeClass,3,528,17,0,0,0,0,2460,528,0,79,15,2
LongParameterList,3,0,0,196,12,10,1,368,212,0,15,0,0
LargeClass,3,2012,133,0,0,0,0,15818,2012,0,485,6,2
LargeClass,2,324,13,0,0,0,0,1539,324,0,37,6,0
LargeClass,1,225,10,0,0,0,0,536,225,0,18,3,0
DeepNesting,1,0,0,72,16,5,5,280,77,0,3,0,0
LongParameterList,2,0,0,38,8,8,4,245,38,0,8,0,0
LongMethod,1,0,0,61,11,2,5,349,66,0,9,0,0
DeepNesting,1,0,0,156,10,4,4,261,181,0,14,0,0
LongParameterList,3,0,0,341,25,13,7,1605,405,0,43,0,0
LargeClass,2,394,23,0,0,0,0,1069,394,0,31,17,0
LargeClass,3,2127,96,0,0,0,0,10406,2127,0,390,1,2
LargeClass,1,216,15,0,0,0,0,846,216,0,25,30,0
LongParameterList,2,0,0,89,14,9,2,918,105,0,8,0,0
LongParameterList,2,0,0,63,16,8,3,419,90,0,10,0,0
LargeClass,2,570,12,0,0,0,0,2018,570,0,3,0,1
LongMethod,1,0,0,61,16,0,2,561,75,0,9,0,0
LongMethod,3,0,0,200,25,1,6,1900,257,0,55,0,0
LargeClass,2,460,12,0,0,0,0,1890,460,0,19,8,3
LongParameterList,1,0,0,9,6,8,1,115,9,0,1,0,0
LongMethod,3,0,0,154,25,3,15,874,176,0,35,0,0
LongMethod,2,0,0,84,20,4,10,990,106,0,7,0,0
LargeClass,3,601,33,0,0,0,0,1576,601,0,44,14,0
LongMethod,1,0,0,58,11,2,4,280,76,0,12,0,0
LargeClass,2,377,13,0,0,0,0,1372,377,0,38,12,3
LongMethod,3,0,0,211,25,5,7,1074,414,0,67,0,0
DeepNesting,3,0,0,95,25,0,8,591,135,0,20,0,0
LargeClass,1,244,16,0,0,0,0,1336,244,0,2,0,2
LargeClass,1,1096,10,0,0,0,0,3769,1096,0,13,0,3
LongMethod,3,0,0,151,13,7,2,309,166,0,7,0,0
LongMethod,3,0,0,100,12,2,2,906,131,0,16,0,0
LongParameterList,3,0,0,50,11,11,4,272,51,0,5,0,0
LargeClass,3,804,30,0,0,0,0,2082,804,0,83,3,4
DeepNesting,2,0,0,46,14,4,6,381,64,0,1,0,0
LongParameterList,1,0,0,91,7,16,1,655,98,0,1,0,0
LargeClass,3,466,19,0,0,0,0,3214,466,0,143,78,2
DeepNesting,2,0,0,64,12,3,6,282,64,0,5,0,0
LargeClass,3,559,39,0,0,0,0,3698,559,0,53,80,2
LongMethod,3,0,0,194,14,4,5,316,212,0,24,0,0
NoneSmellorUnknown,0,5,1,0,0,0,0,31,5,0,0,0,2
LongMethod,1,0,0,62,25,4,7,395,86,0,14,0,0
LongParameterList,2,0,0,54,12,8,3,271,91,0,4,0,0
DeepNesting,1,0,0,49,6,3,4,241,55,0,8,0,0
LargeClass,2,304,26,0,0,0,0,1847,304,0,59,55,1
LongMethod,3,0,0,110,25,0,5,576,123,0,9,0,0
DeepNesting,2,0,0,25,13,2,7,130,26,0,4,0,0
LongParameterList,1,0,0,36,6,7,1,240,40,0,10,0,0
LongParameterList,2,0,0,83,19,9,4,389,106,0,9,0,0
LargeClass,2,307,18,0,0,0,0,1435,307,0,39,6,2
LongMethod,1,0,0,57,13,1,3,408,60,0,22,0,0
LongParameterList,3,0,0,234,18,16,5,1084,536,0,75,0,0
DeepNesting,1,0,0,28,9,4,5,261,52,0,17,0,0
LongParameterList,3,0,0,74,25,12,4,529,93,0,9,0,0
LongMethod,3,0,0,133,18,5,2,792,154,0,23,0,0
DeepNesting,1,0,0,102,19,3,5,770,283,0,3,0,0
LongParameterList,2,0,0,30,18,8,1,226,39,0,5,0,0
LongParameterList,3,0,0,35,12,13,0,235,38,0,1,0,0
DeepNesting,1,0,0,61,25,1,4,841,72,0,23,0,0
LargeClass,3,486,26,0,0,0,0,3063,486,0,119,5,3
LongMethod,3,0,0,107,25,4,7,1336,121,0,9,0,0
LongParameterList,3,0,0,90,24,19,3,648,116,0,15,0,0
NoneSmellorUnknown,0,20,0,0,0,0,0,0,20,0,0,0,1
LongMethod,3,0,0,111,14,3,4,877,160,0,9,0,0
LargeClass,2,353,16,0,0,0,0,1433,353,0,45,6,2
DeepNesting,1,0,0,76,25,3,5,466,81,0,10,0,0
LongParameterList,2,0,0,89,25,8,4,447,124,0,9,0,0
DeepNesting,2,0,0,30,13,2,7,231,40,0,0,0,0
LongParameterList,1,0,0,19,7,8,1,130,63,0,0,0,0
LongParameterList,1,0,0,98,11,6,2,342,135,0,12,0,0
DeepNesting,3,0,0,32,9,2,8,331,42,0,13,0,0
NoneSmellorUnknown,0,0,0,3,1,1,0,24,3,0,2,0,0
LongMethod,3,0,0,108,25,3,3,1103,115,0,30,0,0
LongMethod,3,0,0,117,22,1,3,489,138,0,15,0,0
LongMethod,2,0,0,80,8,1,3,573,105,0,10,0,0
LongParameterList,1,0,0,26,6,6,4,221,80,0,1,0,0
LargeClass,2,307,60,0,0,0,0,1539,307,0,22,23,0
LargeClass,1,273,41,0,0,0,0,1494,273,0,36,19,1
DeepNesting,3,0,0,32,16,3,8,197,32,0,7,0,0
LargeClass,1,222,14,0,0,0,0,455,222,0,13,1,2
LongMethod,3,0,0,110,14,1,2,928,114,0,35,0,0
LongParameterList,3,0,0,66,13,10,4,404,100,0,20,0,0
LongMethod,1,0,0,59,9,2,1,622,63,0,33,0,0
LongParameterList,3,0,0,128,11,15,4,396,137,0,8,0,0
LargeClass,1,217,10,0,0,0,0,793,217,0,4,32,1
LongParameterList,2,0,0,58,9,12,2,317,61,0,16,0,0
LongParameterList,2,0,0,78,8,8,1,276,89,0,8,0,0
LongMethod,3,0,0,118,22,16,2,832,147,0,15,0,0
LongMethod,3,0,0,125,11,17,2,506,156,0,6,0,0
LongParameterList,3,0,0,91,20,15,5,705,116,0,14,0,0
LargeClass,3,664,43,0,0,0,0,2503,664,0,95,25,2
LongParameterList,2,0,0,238,25,8,6,1409,288,0,53,0,0
DeepNesting,1,0,0,12,5,3,4,143,12,0,10,0,0
LongMethod,1,0,0,72,9,17,3,333,72,0,7,0,0
LongParameterList,2,0,0,41,8,21,2,233,42,0,4,0,0
LongParameterList,2,0,0,191,25,9,5,779,211,0,23,0,0
LongParameterList,3,0,0,471,25,14,10,5528,624,0,113,0,0
LargeClass,3,438,21,0,0,0,0,1685,438,0,22,14,0
LargeClass,3,942,39,0,0,0,0,2953,942,0,130,1,1
NoneSmellorUnknown,0,0,0,17,1,8,0,161,17,0,2,0,0
LargeClass,3,644,21,0,0,0,0,2939,644,0,65,0,3
DeepNesting,3,0,0,33,11,4,9,271,35,0,0,0,0
LongParameterList,3,0,0,128,13,20,5,672,141,0,9,0,0
LongMethod,1,0,0,61,7,17,1,289,70,0,8,0,0
LargeClass,1,323,11,0,0,0,0,1472,323,0,29,10,3
LongMethod,2,0,0,76,17,5,2,270,94,0,22,0,0
LongMethod,1,0,0,57,7,17,1,270,59,0,9,0,0
LongParameterList,2,0,0,36,12,8,0,325,65,0,0,0,0
LongParameterList,2,0,0,55,10,9,4,436,64,0,3,0,0
LongParameterList,3,0,0,134,19,20,1,536,139,0,7,0,0
LongParameterList,2,0,0,43,8,8,2,298,66,0,3,0,0
LargeClass,3,1347,48,0,0,0,0,7561,1347,0,162,28,0
LargeClass,1,294,17,0,0,0,0,1829,294,0,24,7,1
DeepNesting,3,0,0,75,25,1,9,426,108,0,1,0,0
LongMethod,3,0,0,227,25,23,4,1169,264,0,17,0,0
LargeClass,1,273,17,0,0,0,0,951,273,0,33,3,0
LongMethod,1,0,0,57,10,5,3,265,65,0,1,0,0
DeepNesting,2,0,0,35,14,3,6,225,36,0,15,0,0
LongParameterList,1,0,0,59,8,6,2,345,79,0,14,0,0
LongParameterList,1,0,0,41,6,10,1,223,42,0,8,0,0
LargeClass,2,307,23,0,0,0,0,2842,307,0,28,0,1
DeepNesting,3,0,0,113,25,2,10,941,134,0,12,0,0
LongMethod,3,0,0,137,25,4,4,898,171,0,16,0,0
LongParameterList,2,0,0,46,10,8,2,303,59,0,11,0,0
DeepNesting,3,0,0,35,14,3,9,171,35,0,6,0,0
DeepNesting,3,0,0,388,25,0,15,3308,527,0,94,0,0
DeepNesting,3,0,0,57,25,7,16,387,144,0,84,0,0
LargeClass,3,1036,19,0,0,0,0,3743,1036,0,94,1,2
LongMethod,3,0,0,652,25,7,0,2975,794,0,0,0,0
DeepNesting,3,0,0,121,25,6,8,789,154,0,44,0,0
LongMethod,1,0,0,71,13,3,4,469,76,0,15,0,0
LargeClass,3,513,54,0,0,0,0,2670,513,0,97,9,2
LargeClass,1,232,17,0,0,0,0,2179,232,0,59,0,2
LongMethod,2,0,0,89,13,2,2,197,105,0,13,0,0
LargeClass,3,413,18,0,0,0,0,4551,413,0,178,3,1
DeepNesting,2,0,0,125,25,5,6,670,155,0,26,0,0
LongMethod,2,0,0,136,9,15,3,532,157,0,5,0,0
DeepNesting,1,0,0,34,8,1,4,323,44,0,15,0,0
LongMethod,3,0,0,102,18,3,3,575,140,0,14,0,0
LargeClass,3,444,28,0,0,0,0,1451,444,0,11,12,1
LongMethod,3,0,0,215,25,1,3,1321,245,0,108,0,0
DeepNesting,2,0,0,80,11,3,6,470,91,0,6,0,0
NoneSmellorUnknown,0,0,0,3,1,2,0,29,3,0,2,0,0
DeepNesting,1,0,0,15,6,1,4,58,26,0,0,0,0
LargeClass,1,249,24,0,0,0,0,804,249,0,27,4,2
LargeClass,3,892,17,0,0,0,0,3832,892,0,103,8,8
LongMethod,2,0,0,97,8,10,2,343,108,0,5,0,0
LargeClass,2,354,21,0,0,0,0,1384,354,0,29,27,2
LargeClass,3,412,27,0,0,0,0,1931,412,0,54,19,2
DeepNesting,2,0,0,67,20,2,7,535,67,0,18,0,0
LargeClass,1,282,10,0,0,0,0,1417,282,0,38,8,2
LongParameterList,2,0,0,112,25,9,9,956,136,0,27,0,0
LongParameterList,3,0,0,77,13,12,4,398,90,0,7,0,0
DeepNesting,3,0,0,40,14,1,8,230,44,0,5,0,0
LargeClass,2,373,16,0,0,0,0,2773,373,0,211,8,1
LongMethod,2,0,0,79,25,2,5,616,94,0,3,0,0
LargeClass,2,638,14,0,0,0,0,2304,638,0,35,24,0
LongMethod,2,0,0,76,14,19,2,397,149,0,3,0,0
LongParameterList,2,0,0,51,9,8,3,272,65,0,7,0,0
LongMethod,3,0,0,149,25,19,2,809,190,0,18,0,0
NoneSmellorUnknown,0,0,0,8,1,4,0,96,10,0,0,0,0
LargeClass,3,404,18,0,0,0,0,2436,404,0,35,1,2
NoneSmellorUnknown,0,0,0,4,1,0,0,61,4,0,0,0,0
DeepNesting,2,0,0,28,15,2,6,248,32,0,10,0,0
LongParameterList,3,0,0,126,19,34,6,724,176,0,8,0,0
LargeClass,2,332,34,0,0,0,0,1257,332,0,29,13,2
LongMethod,1,0,0,55,11,5,4,260,58,0,5,0,0
LongParameterList,1,0,0,64,9,6,4,460,65,0,11,0,0
LongParameterList,3,0,0,105,14,15,1,393,110,0,7,0,0
NoneSmellorUnknown,0,0,0,4,1,0,0,23,4,0,1,0,0
LongParameterList,3,0,0,42,10,10,3,229,89,0,9,0,0
LongParameterList,2,0,0,46,11,8,4,300,49,0,11,0,0
LongParameterList,2,0,0,86,22,9,4,408,127,0,7,0,0
LongMethod,3,0,0,109,19,0,0,729,119,0,0,0,0
LongMethod,1,0,0,60,15,1,5,445,119,0,37,0,0
LongParameterList,3,0,0,90,25,13,3,393,97,0,22,0,0
LargeClass,3,480,44,0,0,0,0,1596,480,0,40,13,1
DeepNesting,3,0,0,32,15,2,8,247,33,0,14,0,0
LongMethod,3,0,0,101,14,5,5,706,118,0,20,0,0
LongMethod,2,0,0,88,25,2,3,558,103,0,11,0,0
LongParameterList,1,0,0,35,7,7,1,381,45,0,8,0,0
LongMethod,2,0,0,98,22,1,3,546,122,0,18,0,0
NoneSmellorUnknown,0,0,0,8,1,0,0,34,8,0,1,0,0
LongParameterList,3,0,0,236,25,25,5,2171,292,0,76,0,0
LongParameterList,2,0,0,49,8,12,3,362,52,0,3,0,0
LongMethod,1,0,0,52,24,4,4,429,57,0,19,0,0
NoneSmellorUnknown,0,0,0,19,1,1,0,101,28,0,0,0,0
DeepNesting,2,0,0,53,15,3,6,309,53,0,7,0,0
DeepNesting,1,0,0,16,5,0,4,77,21,0,3,0,0
DeepNesting,3,0,0,185,25,8,14,1297,186,0,28,0,0
LargeClass,2,381,47,0,0,0,0,2558,381,0,38,0,0
NoneSmellorUnknown,0,0,0,4,1,1,0,31,11,0,2,0,0
LargeClass,2,384,19,0,0,0,0,811,384,0,22,25,3
LongParameterList,1,0,0,37,15,7,3,252,47,0,3,0,0
LargeClass,1,225,15,0,0,0,0,891,225,0,21,10,2
LongParameterList,1,0,0,26,6,6,2,168,28,0,4,0,0
LargeClass,3,486,22,0,0,0,0,1274,486,0,25,7,2
LargeClass,1,293,19,0,0,0,0,2159,293,0,11,0,1
LongMethod,1,0,0,51,14,4,5,405,57,0,2,0,0
DeepNesting,1,0,0,24,4,1,5,128,24,0,1,0,0
DeepNesting,1,0,0,30,8,3,4,220,64,0,8,0,0
DeepNesting,1,0,0,55,11,1,5,425,94,0,8,0,0
DeepNesting,3,0,0,60,25,1,9,526,62,0,4,0,0
LongMethod,3,0,0,110,25,3,8,514,122,0,16,0,0
LongParameterList,3,0,0,79,20,12,4,440,141,0,16,0,0
DeepNesting,2,0,0,79,25,3,6,502,112,0,24,0,0
NoneSmellorUnknown,0,0,0,31,1,1,0,297,31,0,12,0,0
LongParameterList,3,0,0,61,12,12,2,294,63,0,1,0,0
DeepNesting,3,0,0,19,9,1,8,86,27,0,1,0,0
NoneSmellorUnknown,0,0,0,3,1,2,0,27,4,0,0,0,0
LongParameterList,2,0,0,46,8,13,1,234,143,0,10,0,0
LargeClass,2,326,18,0,0,0,0,1185,326,0,32,16,0
LongMethod,1,0,0,62,7,6,2,397,70,0,10,0,0
LargeClass,3,1030,34,0,0,0,0,10335,1030,0,275,5,2
DeepNesting,1,0,0,26,9,2,4,177,26,0,2,0,0
NoneSmellorUnknown,0,0,0,2,1,1,0,11,2,0,0,0,0
LongMethod,1,0,0,60,7,4,1,397,83,0,14,0,0
DeepNesting,2,0,0,37,9,1,6,137,68,0,10,0,0
DeepNesting,2,0,0,105,17,2,6,571,112,0,10,0,0
LongMethod,3,0,0,199,25,4,5,1324,242,0,51,0,0
LongMethod,1,0,0,64,25,2,11,370,65,0,11,0,0
DeepNesting,2,0,0,153,25,15,7,1093,244,0,33,0,0
NoneSmellorUnknown,0,16,1,0,0,0,0,67,16,0,0,0,0
LongParameterList,2,0,0,34,19,8,4,309,39,0,6,0,0
LongMethod,3,0,0,126,10,8,2,432,133,0,3,0,0
LargeClass,1,275,12,0,0,0,0,1394,275,0,33,8,2
LargeClass,3,418,38,0,0,0,0,1773,418,0,48,11,0
LongParameterList,2,0,0,52,13,8,4,256,62,0,9,0,0
LongParameterList,3,0,0,128,25,17,8,1189,183,0,58,0,0
NoneSmellorUnknown,0,0,0,2,1,1,0,12,2,0,1,0,0
LongParameterList,1,0,0,49,10,7,3,388,104,0,19,0,0
LongParameterList,2,0,0,127,22,9,4,1235,200,0,7,0,0
LargeClass,2,301,13,0,0,0,0,1678,301,0,37,11,2
LargeClass,1,370,10,0,0,0,0,1444,370,0,41,13,2
LargeClass,1,237,13,0,0,0,0,1121,237,0,36,23,1
LongParameterList,1,0,0,12,7,6,2,176,21,0,3,0,0
LongMethod,1,0,0,90,7,1,2,489,99,0,15,0,0
LongMethod,2,0,0,82,21,1,12,638,98,0,9,0,0
LongMethod,3,0,0,398,25,0,8,2726,538,0,83,0,0
DeepNesting,3,0,0,40,17,5,15,204,41,0,0,0,0
LongMethod,3,0,0,119,25,1,5,885,171,0,30,0,0
LongParameterList,2,0,0,31,8,8,1,412,36,0,14,0,0
