smell_type,severity,LOC,NOM,LOC_method,CYCLO_method,NOP_method,NEST,TOKEN_COUNT,LENGTH,FAN_IN,FAN_OUT,ATTR_COUNT,INHERIT_DEPTH
LargeClass,2,414,14,0,0,0,0,2053,414,0,19,2,3
LargeClass,2,375,31,0,0,0,0,1973,375,0,67,1,2
DeepNesting,2,0,0,106,24,8,7,807,121,0,7,0,0
LongParameterList,3,0,0,146,21,11,4,687,180,0,11,0,0
LongMethod,2,0,0,85,9,3,2,565,110,0,18,0,0
LargeClass,1,205,10,0,0,0,0,379,205,0,37,0,0
LongMethod,1,0,0,51,10,5,2,514,54,0,5,0,0
LargeClass,2,475,12,0,0,0,0,2050,475,0,67,5,2
LongParameterList,1,0,0,41,11,7,0,344,50,0,1,0,0
DeepNesting,1,0,0,39,14,3,4,236,50,0,4,0,0
LongMethod,1,0,0,52,10,1,0,310,74,0,0,0,0
LargeClass,1,216,23,0,0,0,0,1011,216,0,28,6,0
LongMethod,2,0,0,88,23,2,5,523,115,0,25,0,0
LongMethod,3,0,0,134,25,2,5,946,160,0,19,0,0
LongMethod,2,0,0,84,21,5,3,290,96,0,3,0,0
LongMethod,3,0,0,159,24,10,5,864,172,0,13,0,0
LongMethod,2,0,0,94,15,8,3,487,112,0,4,0,0
DeepNesting,1,0,0,58,10,4,4,402,71,0,4,0,0
DeepNesting,3,0,0,215,25,6,10,1777,312,0,67,0,0
LongParameterList,1,0,0,38,7,8,3,213,49,0,1,0,0
LongParameterList,1,0,0,59,12,7,2,287,82,0,15,0,0
LongParameterList,2,0,0,144,25,8,5,477,167,0,7,0,0
LongMethod,1,0,0,51,11,6,2,384,60,0,16,0,0
DeepNesting,3,0,0,57,25,2,9,503,81,0,3,0,0
LongMethod,1,0,0,56,8,6,2,222,61,0,7,0,0
LongMethod,1,0,0,98,6,4,2,303,117,0,4,0,0
LargeClass,2,352,20,0,0,0,0,2024,352,0,43,7,3
NoneSmellorUnknown,0,0,0,9,3,4,2,58,10,0,1,0,0
LongParameterList,3,0,0,56,23,10,3,249,62,0,16,0,0
LongParameterList,3,0,0,75,12,13,3,455,81,0,24,0,0
LongParameterList,3,0,0,855,25,35,43,3750,933,0,65,0,0
NoneSmellorUnknown,0,0,0,7,1,1,0,29,7,0,0,0,0
LongParameterList,2,0,0,118,11,9,1,819,144,0,6,0,0
LargeClass,2,335,28,0,0,0,0,1820,335,0,49,36,2
LongParameterList,1,0,0,26,11,6,5,219,41,0,6,0,0
LongMethod,3,0,0,392,25,29,4,1725,461,0,28,0,0
NoneSmellorUnknown,0,2,0,0,0,0,0,0,2,0,0,0,2
LongParameterList,3,0,0,115,21,16,2,960,169,0,12,0,0
LongMethod,2,0,0,98,25,2,4,797,112,0,20,0,0
LargeClass,1,579,10,0,0,0,0,1414,579,0,40,43,3
DeepNesting,1,0,0,28,9,5,4,316,28,0,19,0,0
LongMethod,3,0,0,471,25,2,6,3768,494,0,77,0,0
LongParameterList,3,0,0,91,19,11,4,559,98,0,10,0,0
LargeClass,3,466,27,0,0,0,0,2096,466,0,69,36,2
LargeClass,1,225,22,0,0,0,0,1135,225,0,6,30,2
DeepNesting,2,0,0,32,20,3,6,260,48,0,2,0,0
NoneSmellorUnknown,0,0,0,2,1,3,0,17,2,0,1,0,0
LargeClass,2,302,14,0,0,0,0,2138,302,0,68,7,0
LongMethod,1,0,0,72,23,7,4,633,86,0,0,0,0
DeepNesting,1,0,0,93,6,4,4,149,99,0,13,0,0
LongMethod,1,0,0,59,14,9,5,498,88,0,22,0,0
DeepNesting,2,0,0,297,25,3,6,2951,402,0,17,0,0
NoneSmellorUnknown,0,0,0,14,1,2,0,79,14,0,0,0,0
LongMethod,1,0,0,52,21,8,3,230,56,0,13,0,0
LongMethod,1,0,0,62,17,0,3,498,75,0,30,0,0
LongMethod,1,0,0,63,16,5,4,285,65,0,20,0,0
LongParameterList,3,0,0,106,24,10,6,619,135,0,15,0,0
LongMethod,1,0,0,158,6,2,3,1225,233,0,147,0,0
LargeClass,2,309,17,0,0,0,0,774,309,0,28,4,2
LongParameterList,1,0,0,51,9,6,5,634,52,0,14,0,0
LongMethod,2,0,0,94,11,8,5,673,101,0,12,0,0
DeepNesting,1,0,0,15,10,2,4,135,17,0,6,0,0
LongParameterList,3,0,0,78,19,14,4,414,108,0,6,0,0
NoneSmellorUnknown,0,0,0,26,12,2,3,168,26,0,1,0,0
DeepNesting,3,0,0,26,12,2,11,121,26,0,0,0,0
LargeClass,1,251,28,0,0,0,0,703,251,0,16,25,2
LongParameterList,3,0,0,37,10,10,3,333,49,0,12,0,0
DeepNesting,3,0,0,40,15,6,8,300,45,0,8,0,0
NoneSmellorUnknown,0,0,0,29,4,4,3,206,35,0,5,0,0
LargeClass,2,319,38,0,0,0,0,1897,319,0,27,0,2
DeepNesting,3,0,0,70,25,3,17,429,70,0,15,0,0
NoneSmellorUnknown,0,0,0,2,1,2,0,15,2,0,0,0,0
LongMethod,1,0,0,59,9,4,5,303,68,0,22,0,0
LargeClass,3,1448,74,0,0,0,0,11697,1448,0,178,3,2
LargeClass,3,710,62,0,0,0,0,4205,710,0,154,4,2
LongMethod,1,0,0,51,7,0,1,788,66,0,33,0,0
LongMethod,3,0,0,355,25,33,4,1801,426,0,48,0,0
NoneSmellorUnknown,0,0,0,68,1,1,2,309,74,0,8,0,0
LongMethod,3,0,0,100,25,14,5,673,185,0,16,0,0
LongMethod,2,0,0,85,9,17,3,504,103,0,6,0,0
DeepNesting,1,0,0,28,7,2,4,212,34,0,8,0,0
DeepNesting,2,0,0,16,7,4,6,106,17,0,2,0,0
LongMethod,1,0,0,52,11,1,4,215,65,0,11,0,0
DeepNesting,3,0,0,21,10,1,9,187,22,0,0,0,0
DeepNesting,1,0,0,29,8,2,4,216,29,0,7,0,0
LongParameterList,3,0,0,35,16,14,1,238,35,0,1,0,0
LongMethod,3,0,0,102,16,1,3,848,114,0,14,0,0
LargeClass,2,300,30,0,0,0,0,2143,300,0,53,8,3
DeepNesting,3,0,0,60,12,4,8,387,70,0,14,0,0
LongParameterList,1,0,0,31,8,7,3,278,31,0,1,0,0
LargeClass,2,336,16,0,0,0,0,1663,336,0,19,10,2
LargeClass,3,448,22,0,0,0,0,1828,448,0,30,6,0
NoneSmellorUnknown,0,0,0,2,1,1,0,19,3,0,1,0,0
LongParameterList,1,0,0,20,6,7,2,127,26,0,1,0,0
LongParameterList,3,0,0,292,25,34,4,1452,339,0,28,0,0
NoneSmellorUnknown,0,2,0,0,0,0,0,0,2,0,0,0,1
LongParameterList,1,0,0,34,16,6,5,291,42,0,4,0,0
DeepNesting,3,0,0,26,11,2,9,356,27,0,8,0,0
LongMethod,1,0,0,60,20,3,0,480,71,0,0,0,0
DeepNesting,2,0,0,60,22,2,7,441,64,0,3,0,0
LongMethod,1,0,0,68,8,2,0,334,74,0,0,0,0
LongMethod,3,0,0,102,13,4,7,671,121,0,17,0,0
LargeClass,3,411,16,0,0,0,0,1945,411,0,44,12,3
DeepNesting,1,0,0,31,7,5,4,189,37,0,5,0,0
LargeClass,3,569,20,0,0,0,0,3115,569,0,18,10,2
LongMethod,1,0,0,57,15,3,5,284,57,0,13,0,0
LongParameterList,2,0,0,54,9,11,3,264,59,0,2,0,0
LongParameterList,1,0,0,130,10,6,3,242,142,0,8,0,0
LargeClass,3,434,15,0,0,0,0,1325,434,0,45,10,2
LongParameterList,2,0,0,44,17,9,1,221,53,0,3,0,0
LargeClass,2,312,13,0,0,0,0,669,312,0,75,9,2
LargeClass,1,244,21,0,0,0,0,1172,244,0,35,5,3
LargeClass,1,266,14,0,0,0,0,1594,266,0,5,73,2
LargeClass,3,634,25,0,0,0,0,4145,634,0,274,8,2
LongParameterList,3,0,0,115,21,11,5,513,137,0,9,0,0
LongParameterList,1,0,0,59,9,7,2,193,64,0,3,0,0
DeepNesting,3,0,0,350,25,5,8,1854,413,0,45,0,0
LongParameterList,2,0,0,56,13,8,1,444,82,0,21,0,0
LargeClass,3,5516,126,0,0,0,0,44883,5516,0,772,81,0
DeepNesting,1,0,0,121,16,9,4,798,143,0,26,0,0
LongParameterList,2,0,0,39,9,9,1,285,74,0,8,0,0
LargeClass,2,784,13,0,0,0,0,2765,784,0,92,7,0
LongParameterList,3,0,0,82,10,10,3,630,119,0,9,0,0
DeepNesting,3,0,0,304,25,2,19,1681,437,0,70,0,0
DeepNesting,3,0,0,70,14,4,9,591,87,0,11,0,0
LongParameterList,2,0,0,50,12,9,4,225,57,0,3,0,0
LongMethod,3,0,0,156,25,2,7,873,238,0,15,0,0
NoneSmellorUnknown,0,0,0,21,3,2,1,113,23,0,1,0,0
DeepNesting,1,0,0,44,11,4,4,223,47,0,9,0,0
DeepNesting,3,0,0,40,10,1,8,403,42,0,3,0,0
LargeClass,2,801,13,0,0,0,0,2903,801,0,86,3,2
LongParameterList,2,0,0,52,8,8,1,427,57,0,5,0,0
LargeClass,2,373,29,0,0,0,0,1474,373,0,37,3,2
LargeClass,2,383,23,0,0,0,0,1847,383,0,78,22,3
LongParameterList,1,0,0,16,6,8,2,202,48,0,1,0,0
LargeClass,1,262,16,0,0,0,0,1502,262,0,34,10,3
LargeClass,3,987,17,0,0,0,0,4293,987,0,100,12,5
DeepNesting,1,0,0,18,6,2,4,226,22,0,1,0,0
LongMethod,1,0,0,68,7,1,2,602,80,0,8,0,0
LongParameterList,2,0,0,96,25,8,5,482,111,0,43,0,0
LongMethod,2,0,0,155,8,7,2,1066,177,0,20,0,0
LargeClass,2,388,14,0,0,0,0,2531,388,0,69,3,2
LongMethod,2,0,0,96,18,11,2,552,100,0,14,0,0
DeepNesting,2,0,0,47,18,1,6,370,68,0,6,0,0
LongMethod,1,0,0,56,11,2,3,252,107,0,14,0,0
DeepNesting,1,0,0,82,25,2,5,410,123,0,23,0,0
LongParameterList,1,0,0,53,9,6,4,611,98,0,4,0,0
LongMethod,1,0,0,63,7,2,3,184,184,0,15,0,0
LargeClass,3,951,19,0,0,0,0,4594,951,0,93,13,4
LongMethod,1,0,0,64,11,2,2,560,76,0,17,0,0
LongMethod,2,0,0,79,24,4,7,640,147,0,4,0,0
LongParameterList,3,0,0,204,25,13,4,788,256,0,33,0,0
LongMethod,3,0,0,133,13,4,3,384,146,0,9,0,0
LargeClass,1,299,13,0,0,0,0,927,299,0,23,22,0
LargeClass,1,278,28,0,0,0,0,3071,278,0,80,2,1
LongMethod,1,0,0,53,15,5,4,486,80,0,24,0,0
LongMethod,3,0,0,151,25,4,8,1029,220,0,15,0,0
LargeClass,3,494,23,0,0,0,0,2971,494,0,243,1,0
DeepNesting,2,0,0,72,25,5,7,665,98,0,33,0,0
LargeClass,3,556,35,0,0,0,0,2685,556,0,87,6,1
LargeClass,3,598,18,0,0,0,0,2703,598,0,47,50,1
LargeClass,1,214,11,0,0,0,0,940,214,0,14,0,1
LongMethod,2,0,0,77,14,2,3,687,92,0,22,0,0
NoneSmellorUnknown,0,0,0,26,4,1,2,201,38,0,3,0,0
LongMethod,1,0,0,52,6,1,0,178,62,0,0,0,0
LargeClass,2,309,24,0,0,0,0,904,309,0,51,0,3
LongParameterList,2,0,0,63,25,9,3,294,69,0,17,0,0
LongMethod,2,0,0,90,25,8,5,705,104,0,4,0,0
LongMethod,3,0,0,114,19,5,6,804,136,0,8,0,0
LongMethod,1,0,0,73,25,3,2,534,88,0,10,0,0
LongMethod,2,0,0,82,25,4,6,498,140,0,14,0,0
LongMethod,3,0,0,137,13,4,2,1015,189,0,12,0,0
DeepNesting,2,0,0,49,17,3,6,389,64,0,7,0,0
DeepNesting,1,0,0,19,11,5,4,147,19,0,2,0,0
DeepNesting,3,0,0,41,12,4,8,242,51,0,9,0,0
LongMethod,3,0,0,749,25,13,9,1082,782,0,66,0,0
LongParameterList,1,0,0,71,13,6,3,469,88,0,22,0,0
LargeClass,3,2189,146,0,0,0,0,11989,2189,0,574,29,1
LargeClass,3,850,48,0,0,0,0,2165,850,0,92,37,2
LongParameterList,2,0,0,22,8,8,3,482,22,0,5,0,0
DeepNesting,2,0,0,117,25,3,6,758,141,0,11,0,0
DeepNesting,3,0,0,108,25,5,38,1069,144,0,90,0,0
DeepNesting,3,0,0,58,19,4,10,678,92,0,16,0,0
NoneSmellorUnknown,0,0,0,4,2,0,1,22,4,0,1,0,0
LongMethod,3,0,0,197,18,9,3,1055,273,0,32,0,0
LongMethod,3,0,0,121,25,3,5,1035,165,0,32,0,0
LongParameterList,2,0,0,46,18,8,6,379,56,0,1,0,0
LongMethod,3,0,0,112,12,9,3,544,163,0,14,0,0
LongMethod,3,0,0,109,25,6,0,862,128,0,0,0,0
LongMethod,3,0,0,113,18,5,6,699,151,0,21,0,0
LongMethod,2,0,0,94,24,0,2,612,153,0,11,0,0
NoneSmellorUnknown,0,0,0,18,8,0,3,91,21,0,4,0,0
LargeClass,2,494,12,0,0,0,0,2029,494,0,54,10,3
LargeClass,1,259,11,0,0,0,0,1574,259,0,3,2,2
LargeClass,2,311,19,0,0,0,0,1904,311,0,46,2,4
LargeClass,2,336,15,0,0,0,0,1192,336,0,16,1,0
LongParameterList,3,0,0,60,10,10,2,376,70,0,3,0,0
LongParameterList,2,0,0,43,9,8,3,338,56,0,10,0,0
DeepNesting,1,0,0,77,25,2,5,4112,77,0,0,0,0
LongParameterList,3,0,0,78,12,13,3,503,97,0,9,0,0
LongParameterList,3,0,0,110,25,25,3,810,163,0,21,0,0
LongParameterList,1,0,0,77,6,10,1,502,87,0,3,0,0
LargeClass,3,2812,126,0,0,0,0,14027,2812,0,135,47,2
LongMethod,2,0,0,78,23,1,5,415,88,0,5,0,0
LongParameterList,3,0,0,38,14,12,2,220,47,0,0,0,0
DeepNesting,2,0,0,88,20,2,6,441,98,0,18,0,0
LongParameterList,2,0,0,31,14,9,1,300,39,0,10,0,0
NoneSmellorUnknown,0,0,0,12,1,1,0,95,28,0,9,0,0
DeepNesting,3,0,0,110,25,3,13,705,132,0,31,0,0
NoneSmellorUnknown,0,7,0,0,0,0,0,0,7,0,0,0,2
NoneSmellorUnknown,0,8,1,0,0,0,0,0,8,0,0,0,1
LargeClass,2,423,13,0,0,0,0,1601,423,0,27,14,3
DeepNesting,2,0,0,97,21,6,6,516,128,0,15,0,0
DeepNesting,2,0,0,27,12,4,6,148,39,0,7,0,0
LongParameterList,2,0,0,85,9,17,3,504,103,0,6,0,0
DeepNesting,1,0,0,19,5,2,4,122,23,0,2,0,0
LargeClass,1,389,11,0,0,0,0,1174,389,0,41,0,2
NoneSmellorUnknown,0,0,0,10,1,4,0,119,10,0,2,0,0
NoneSmellorUnknown,0,0,0,7,1,0,0,27,7,0,0,0,0
LargeClass,2,312,15,0,0,0,0,1382,312,0,32,33,2
LongMethod,1,0,0,125,6,3,1,591,140,0,26,0,0
LargeClass,2,450,12,0,0,0,0,1867,450,0,19,8,3
LongMethod,2,0,0,83,19,5,4,404,101,0,19,0,0
LargeClass,1,267,15,0,0,0,0,1466,267,0,26,3,2
LongMethod,2,0,0,86,8,5,1,547,86,0,12,0,0
LargeClass,3,876,105,0,0,0,0,5671,876,0,204,7,1
LargeClass,3,522,17,0,0,0,0,2688,522,0,23,27,3
LongMethod,3,0,0,211,25,9,3,1360,245,0,39,0,0
LongMethod,1,0,0,53,16,2,3,450,56,0,29,0,0
LongMethod,2,0,0,92,12,2,3,638,106,0,34,0,0
LargeClass,1,280,28,0,0,0,0,2289,280,0,16,19,2
LargeClass,1,229,13,0,0,0,0,1306,229,0,27,21,2
DeepNesting,3,0,0,94,19,4,9,849,127,0,26,0,0
LongParameterList,1,0,0,40,6,12,3,181,75,0,5,0,0
DeepNesting,2,0,0,30,15,2,7,194,40,0,1,0,0
LongParameterList,3,0,0,94,25,12,3,909,114,0,22,0,0
LongParameterList,2,0,0,82,15,8,3,352,99,0,14,0,0
LongParameterList,3,0,0,129,25,15,8,678,167,0,16,0,0
NoneSmellorUnknown,0,0,0,5,3,3,1,64,5,0,0,0,0
LongParameterList,2,0,0,38,8,9,1,320,42,0,0,0,0
DeepNesting,1,0,0,96,14,10,5,1066,143,0,15,0,0
LargeClass,1,293,18,0,0,0,0,897,293,0,36,0,1
DeepNesting,2,0,0,38,17,5,6,185,48,0,3,0,0
DeepNesting,1,0,0,16,5,1,4,89,18,0,5,0,0
DeepNesting,2,0,0,35,13,3,6,272,39,0,5,0,0
LongMethod,2,0,0,89,10,22,2,588,101,0,9,0,0
LongMethod,3,0,0,118,20,2,4,810,194,0,14,0,0
LargeClass,2,366,45,0,0,0,0,1188,366,0,45,0,2
LongMethod,3,0,0,169,16,6,2,397,175,0,16,0,0
LongParameterList,3,0,0,81,14,15,2,506,84,0,7,0,0
NoneSmellorUnknown,0,0,0,8,1,1,0,53,8,0,1,0,0
DeepNesting,3,0,0,31,17,2,8,172,48,0,9,0,0
DeepNesting,2,0,0,38,16,2,6,349,50,0,2,0,0
DeepNesting,1,0,0,21,6,3,4,147,25,0,2,0,0
LongMethod,3,0,0,182,17,24,2,1057,195,0,20,0,0
LargeClass,1,263,19,0,0,0,0,1315,263,0,8,23,0
LargeClass,2,355,13,0,0,0,0,1211,355,0,36,0,1
DeepNesting,2,0,0,67,11,2,6,154,68,0,5,0,0
LongMethod,1,0,0,52,10,3,1,263,62,0,11,0,0
LargeClass,3,4837,171,0,0,0,0,18960,4837,0,725,16,2
LongMethod,1,0,0,57,6,1,4,376,66,0,13,0,0
LongParameterList,1,0,0,34,8,6,5,221,42,0,4,0,0
LongParameterList,2,0,0,43,21,8,5,214,46,0,18,0,0
LongMethod,3,0,0,144,12,8,3,672,175,0,18,0,0
LargeClass,1,252,22,0,0,0,0,943,252,0,33,0,3
LongMethod,1,0,0,55,10,6,2,376,57,0,4,0,0
LargeClass,2,374,15,0,0,0,0,1404,374,0,24,26,2
LargeClass,1,227,12,0,0,0,0,811,227,0,32,7,2
LongParameterList,3,0,0,69,14,14,4,384,75,0,8,0,0
DeepNesting,1,0,0,39,9,5,4,183,43,0,8,0,0
LongMethod,3,0,0,103,25,2,7,819,106,0,10,0,0
LongMethod,2,0,0,79,12,10,2,632,109,0,17,0,0
LongMethod,3,0,0,195,25,0,6,2115,235,0,37,0,0
NoneSmellorUnknown,0,6,0,0,0,0,0,0,6,0,0,0,2
LongParameterList,2,0,0,32,10,8,2,326,32,0,9,0,0
DeepNesting,3,0,0,21,13,9,8,138,27,0,2,0,0
DeepNesting,3,0,0,76,25,8,14,576,109,0,16,0,0
DeepNesting,2,0,0,63,18,2,6,469,64,0,17,0,0
LargeClass,3,664,31,0,0,0,0,3509,664,0,29,7,2
LongMethod,3,0,0,255,25,4,4,1852,311,0,65,0,0
LongMethod,1,0,0,51,18,1,3,348,119,0,15,0,0
DeepNesting,3,0,0,61,25,4,8,464,77,0,16,0,0
LongMethod,2,0,0,96,20,7,2,616,129,0,24,0,0
DeepNesting,2,0,0,94,17,6,6,696,109,0,12,0,0
LargeClass,2,374,13,0,0,0,0,2175,374,0,24,34,0
LargeClass,1,265,11,0,0,0,0,887,265,0,6,25,0
NoneSmellorUnknown,0,0,0,26,1,1,0,194,28,0,3,0,0
LongMethod,1,0,0,61,22,12,0,411,199,0,0,0,0
LargeClass,2,306,13,0,0,0,0,2142,306,0,39,7,1
DeepNesting,3,0,0,142,25,1,8,958,227,0,38,0,0
LargeClass,3,1509,27,0,0,0,0,2396,1509,0,101,0,1
LongParameterList,2,0,0,56,25,8,4,396,86,0,7,0,0
LongMethod,3,0,0,179,25,5,11,2004,205,0,18,0,0
LargeClass,1,260,19,0,0,0,0,1944,260,0,43,10,1
LongParameterList,3,0,0,189,25,24,3,2426,401,0,104,0,0
LongParameterList,3,0,0,61,13,10,3,1009,126,0,6,0,0
LargeClass,3,997,25,0,0,0,0,3632,997,0,97,43,1
LargeClass,3,567,22,0,0,0,0,2058,567,0,55,37,0
LongMethod,2,0,0,145,8,4,5,562,150,0,3,0,0
DeepNesting,1,0,0,31,11,3,4,207,31,0,3,0,0
LongMethod,3,0,0,133,25,3,3,984,181,0,29,0,0
LongParameterList,1,0,0,59,6,10,1,243,63,0,9,0,0
LongMethod,1,0,0,65,20,8,0,531,68,0,0,0,0
DeepNesting,1,0,0,17,8,4,4,133,17,0,4,0,0
LongMethod,2,0,0,99,9,1,0,513,102,0,10,0,0
DeepNesting,3,0,0,118,25,3,10,792,136,0,10,0,0
DeepNesting,1,0,0,46,6,1,5,510,53,0,38,0,0
LargeClass,1,212,16,0,0,0,0,1868,212,0,62,23,2
LongMethod,2,0,0,83,8,7,2,670,158,0,29,0,0
LongParameterList,3,0,0,223,25,30,6,1813,289,0,27,0,0
LongParameterList,2,0,0,40,8,9,2,234,78,0,6,0,0
LargeClass,1,212,10,0,0,0,0,736,212,0,12,9,2
LargeClass,3,582,29,0,0,0,0,3280,582,0,143,0,0
NoneSmellorUnknown,0,0,0,2,1,0,0,10,2,0,2,0,0
LargeClass,2,543,14,0,0,0,0,3334,543,0,71,2,2
DeepNesting,2,0,0,37,12,4,6,259,63,0,6,0,0
LargeClass,3,568,39,0,0,0,0,4606,568,0,77,1,1
LongMethod,1,0,0,54,22,2,5,434,82,0,13,0,0
LongParameterList,2,0,0,109,25,9,4,998,147,0,20,0,0
LongMethod,2,0,0,92,11,9,2,519,104,0,7,0,0
LongMethod,1,0,0,63,18,5,4,439,70,0,12,0,0
LongMethod,3,0,0,100,11,12,2,536,126,0,14,0,0
DeepNesting,3,0,0,33,16,4,8,230,40,0,1,0,0
LargeClass,1,341,11,0,0,0,0,1518,341,0,50,1,0
DeepNesting,1,0,0,22,6,5,4,136,26,0,1,0,0
LongMethod,2,0,0,87,18,7,3,308,101,0,10,0,0
LargeClass,3,664,20,0,0,0,0,3404,664,0,86,0,0
LongParameterList,1,0,0,39,10,7,2,295,50,0,6,0,0
LongMethod,1,0,0,54,6,6,2,249,71,0,4,0,0
DeepNesting,3,0,0,21,10,2,8,164,22,0,6,0,0
LongParameterList,1,0,0,54,6,12,3,265,59,0,0,0,0
LargeClass,2,388,16,0,0,0,0,2102,388,0,53,14,2
DeepNesting,3,0,0,32,13,4,8,410,38,0,5,0,0
DeepNesting,3,0,0,64,20,2,8,399,95,0,9,0,0
LargeClass,3,662,22,0,0,0,0,3316,662,0,93,53,3
LongParameterList,1,0,0,44,6,6,1,266,60,0,5,0,0
LargeClass,2,348,13,0,0,0,0,1217,348,0,66,0,2
LongParameterList,3,0,0,58,10,17,1,335,88,0,4,0,0
DeepNesting,2,0,0,21,11,1,6,136,28,0,9,0,0
DeepNesting,3,0,0,180,25,7,15,1077,180,0,14,0,0
DeepNesting,1,0,0,28,12,1,5,159,68,0,2,0,0
LongParameterList,3,0,0,63,20,19,3,481,83,0,5,0,0
LargeClass,2,623,14,0,0,0,0,3156,623,0,38,2,0
DeepNesting,3,0,0,72,25,2,8,621,92,0,50,0,0
DeepNesting,1,0,0,16,7,4,5,109,16,0,3,0,0
LargeClass,1,277,29,0,0,0,0,1821,277,0,91,9,1
DeepNesting,2,0,0,23,8,1,6,141,25,0,3,0,0
LargeClass,3,971,35,0,0,0,0,4200,971,0,86,58,2
NoneSmellorUnknown,0,0,0,9,1,1,0,215,12,0,8,0,0
LargeClass,2,311,12,0,0,0,0,1178,311,0,12,0,3
LongMethod,2,0,0,75,13,1,4,363,94,0,12,0,0
DeepNesting,1,0,0,94,25,2,5,986,119,0,23,0,0
LongMethod,2,0,0,98,22,11,0,410,110,0,0,0,0
LongMethod,2,0,0,83,16,3,6,451,125,0,22,0,0
LargeClass,3,618,42,0,0,0,0,2356,618,0,29,23,2
LongMethod,1,0,0,61,14,9,4,414,100,0,3,0,0
LongParameterList,3,0,0,43,11,11,4,309,69,0,7,0,0
LongParameterList,1,0,0,69,25,7,5,534,122,0,29,0,0
DeepNesting,2,0,0,32,14,2,6,183,40,0,7,0,0
DeepNesting,2,0,0,92,20,9,6,760,108,0,26,0,0
LargeClass,3,653,98,0,0,0,0,4666,653,0,159,5,2
DeepNesting,2,0,0,246,25,2,7,1147,277,0,8,0,0
LongParameterList,2,0,0,13,9,8,4,175,14,0,4,0,0
DeepNesting,3,0,0,42,18,2,13,272,42,0,3,0,0
DeepNesting,2,0,0,62,25,5,7,598,75,0,6,0,0
LongMethod,2,0,0,93,25,2,7,617,108,0,6,0,0
LongParameterList,1,0,0,65,11,7,2,477,98,0,5,0,0
LargeClass,1,225,11,0,0,0,0,916,225,0,12,7,3
DeepNesting,3,0,0,28,9,3,8,315,31,0,0,0,0
LongParameterList,2,0,0,50,8,8,1,344,69,0,9,0,0
LongMethod,3,0,0,113,19,4,6,763,136,0,28,0,0
LargeClass,3,611,19,0,0,0,0,2518,611,0,77,4,2
LargeClass,1,373,11,0,0,0,0,1756,373,0,34,8,1
LargeClass,2,309,20,0,0,0,0,1120,309,0,32,3,2
LargeClass,1,284,15,0,0,0,0,1621,284,0,40,8,2
DeepNesting,3,0,0,45,16,4,8,300,66,0,10,0,0
LongMethod,2,0,0,86,18,1,4,622,132,0,10,0,0
DeepNesting,2,0,0,88,25,15,7,407,95,0,26,0,0
LargeClass,2,308,21,0,0,0,0,1632,308,0,17,22,3
LargeClass,1,257,17,0,0,0,0,852,257,0,12,5,3
LargeClass,1,258,17,0,0,0,0,708,258,0,18,9,0
LongMethod,1,0,0,63,16,8,3,419,90,0,10,0,0
NoneSmellorUnknown,0,46,11,0,0,0,0,345,46,0,6,2,0
DeepNesting,3,0,0,98,25,2,9,636,111,0,16,0,0
DeepNesting,2,0,0,182,25,8,7,1251,247,0,20,0,0
DeepNesting,2,0,0,49,8,1,7,389,52,0,24,0,0
LongMethod,3,0,0,181,25,9,8,1564,259,0,31,0,0
LongParameterList,3,0,0,37,12,15,4,556,43,0,2,0,0
NoneSmellorUnknown,0,0,0,5,1,1,0,32,5,0,0,0,0
LongMethod,2,0,0,156,8,0,2,644,161,0,2,0,0
NoneSmellorUnknown,0,0,0,10,1,5,0,53,10,0,1,0,0
LongParameterList,3,0,0,55,10,17,3,277,90,0,4,0,0
DeepNesting,3,0,0,71,18,3,9,657,71,0,21,0,0
LongParameterList,3,0,0,305,25,20,6,1121,365,0,49,0,0
LongParameterList,3,0,0,137,25,22,2,773,171,0,9,0,0
DeepNesting,3,0,0,59,14,4,9,587,69,0,6,0,0
LongMethod,2,0,0,97,15,1,6,524,125,0,6,0,0
LongParameterList,1,0,0,66,12,7,3,334,130,0,4,0,0
LongParameterList,1,0,0,73,12,7,2,468,89,0,9,0,0
DeepNesting,2,0,0,44,16,2,6,239,51,0,8,0,0
LargeClass,2,336,45,0,0,0,0,552,336,0,1,0,1
LongMethod,1,0,0,62,21,5,3,499,69,0,17,0,0
LongParameterList,1,0,0,152,25,7,6,1360,185,0,29,0,0
NoneSmellorUnknown,0,0,0,32,1,1,0,287,47,0,0,0,0
LongMethod,2,0,0,76,24,4,2,459,99,0,23,0,0
LongParameterList,2,0,0,76,17,8,4,633,101,0,17,0,0
LongParameterList,1,0,0,34,9,6,1,258,45,0,4,0,0
NoneSmellorUnknown,0,621,7,0,0,0,0,2915,621,0,65,7,2
LargeClass,2,400,12,0,0,0,0,1987,400,0,23,6,0
LargeClass,2,353,13,0,0,0,0,2336,353,0,9,8,3
LongParameterList,2,0,0,26,8,8,3,167,33,0,2,0,0
LargeClass,3,705,53,0,0,0,0,2887,705,0,48,0,2
DeepNesting,3,0,0,79,25,4,13,595,99,0,3,0,0
LargeClass,2,326,52,0,0,0,0,814,326,0,49,0,2
LongParameterList,2,0,0,101,9,14,3,623,120,0,26,0,0
LongParameterList,1,0,0,50,11,6,4,435,58,0,10,0,0
LargeClass,3,541,48,0,0,0,0,1992,541,0,42,4,2
LargeClass,3,522,32,0,0,0,0,3149,522,0,25,1,2
